name,uid,code,parent,shortName,level,openingDate
Isangano Village,xohABqy3nXz,Isangano Village,MZMoxy2H2gm,Isangano,6,01-01-00
Kanyesunzu Village,IHeifsD0ocv,Kanyesunzu Village,MZMoxy2H2gm,Kanyesunzu,6,01-01-00
Rubira Village,Oj5EZktBg4Z,Rubira Village,MZMoxy2H2gm,Rubira,6,01-01-00
Rugazi Cell,SrbZXw58c4Y,Rugazi Cell,EYAQsqvabPx,Rugazi,5,01-01-00
Akabira Village,y2aPc7NeS72,Akabira Village,SrbZXw58c4Y,Akabira,6,01-01-00
Burera Village,K5pEi7Bzrgu,Burera Village,SrbZXw58c4Y,Burera,6,01-01-00
Ishyirahamwe Village,gnBjwI8tw1I,Ishyirahamwe Village,SrbZXw58c4Y,Ishyirahamwe,6,01-01-00
Rwagisangangabo Village,SxTSxX75qFm,Rwagisangangabo Village,SrbZXw58c4Y,Rwagisangangabo,6,01-01-00
Rutoma Cell,TWAse9b31lc,Rutoma Cell,EYAQsqvabPx,Rutoma,5,01-01-00
Buyugi Village,p0KrRZrcMfx,Buyugi Village,TWAse9b31lc,Buyugi,6,01-01-00
Kabeza Village,VR3JtjKFuer,Kabeza Village,TWAse9b31lc,Kabeza,6,01-01-00
Mahoro Village,z4Tlo7Tenmr,Mahoro Village,TWAse9b31lc,Mahoro,6,01-01-00
Rutoma Village,G7k7qPA1fub,Rutoma Village,TWAse9b31lc,Rutoma,6,01-01-00
Ryaruganzu Village,qxBSNDN5CXQ,Ryaruganzu Village,TWAse9b31lc,Ryaruganzu,6,01-01-00
Kiyombe Sector,dsNK0PBg34i,Kiyombe Sector,KOEeWNE6f5x,Kiyombe,4,01-01-00
Gataba Cell,TlsFvg203vy,Gataba Cell,dsNK0PBg34i,Gataba,5,01-01-00
Cyemiyaga Village,rRWj73qxDFZ,Cyemiyaga Village,TlsFvg203vy,Cyemiyaga,6,01-01-00
Gahama Village,gNXLbjXIBIV,Gahama Village,TlsFvg203vy,Gahama,6,01-01-00
Gicuba Village,NYQb9ErLzVQ,Gicuba Village,TlsFvg203vy,Gicuba,6,01-01-00
Kwiperu Village,UVLZXLIrnvG,Kwiperu Village,TlsFvg203vy,Kwiperu,6,01-01-00
Nyakabungo Village,nexO2QtZe6a,Nyakabungo Village,TlsFvg203vy,Nyakabungo,6,01-01-00
Nyamiyaga Village,mLFFuVMDbpo,Nyamiyaga Village,TlsFvg203vy,Nyamiyaga,6,01-01-00
Ruhonwa Village,A6k7tyJ5WSR,Ruhonwa Village,TlsFvg203vy,Ruhonwa,6,01-01-00
Ruhuha Village,gMFOzyhc7iW,Ruhuha Village,TlsFvg203vy,Ruhuha,6,01-01-00
Rutete Village,zG5Xdn2Lp5j,Rutete Village,TlsFvg203vy,Rutete,6,01-01-00
Rwabashanja Village,u0cHDFC7o0V,Rwabashanja Village,TlsFvg203vy,Rwabashanja,6,01-01-00
Rwakikunengwa Village,fUBTAz9QIop,Rwakikunengwa Village,TlsFvg203vy,Rwakikunengwa,6,01-01-00
Rwebare Village,WTRQAdo4kVl,Rwebare Village,TlsFvg203vy,Rwebare,6,01-01-00
Gitenga Cell,oTW5upnLmSC,Gitenga Cell,dsNK0PBg34i,Gitenga,5,01-01-00
Gitenga Village,Ov3TBcA8IDW,Gitenga Village,oTW5upnLmSC,Gitenga,6,01-01-00
Izinga Village,OXQEc1HMuTP,Izinga Village,oTW5upnLmSC,Izinga,6,01-01-00
Kabingo Village,GCY0ZsmztQA,Kabingo Village,oTW5upnLmSC,Kabingo,6,01-01-00
Kibuye Village,OByOFf2GWaB,Kibuye Village,oTW5upnLmSC,Kibuye,6,01-01-00
Muhambo Village,JMi7EJpLGiw,Muhambo Village,oTW5upnLmSC,Muhambo,6,01-01-00
Mukasha Village,wLekUZ1zV7h,Mukasha Village,oTW5upnLmSC,Mukasha,6,01-01-00
Nyabubare Village,JNB3V6UbFWl,Nyabubare Village,oTW5upnLmSC,Nyabubare,6,01-01-00
Rwagakuba Village,G6SEELnIsxr,Rwagakuba Village,oTW5upnLmSC,Rwagakuba,6,01-01-00
Kabungo Cell,IEQPFJQCdJ1,Kabungo Cell,dsNK0PBg34i,Kabungo,5,01-01-00
Bitare Village,veQtWvnghpy,Bitare Village,IEQPFJQCdJ1,Bitare,6,01-01-00
Cyondo Village,UpLWrb6jOhy,Cyondo Village,IEQPFJQCdJ1,Cyondo,6,01-01-00
Gatoki Village,dpya6CT5X4G,Gatoki Village,IEQPFJQCdJ1,Gatoki,6,01-01-00
Gorora Village,NwAov3pAvtS,Gorora Village,IEQPFJQCdJ1,Gorora,6,01-01-00
Kindege Village,f3Bm9z0giMw,Kindege Village,IEQPFJQCdJ1,Kindege,6,01-01-00
Manombe Village,K84NXKf1VbV,Manombe Village,IEQPFJQCdJ1,Manombe,6,01-01-00
Mataba Village,uCzgxsIQWBm,Mataba Village,IEQPFJQCdJ1,Mataba,6,01-01-00
Murambi Village,L7n3WFn75ry,Murambi Village,IEQPFJQCdJ1,Murambi,6,01-01-00
Nyakabungo Village,nexO2QtZe6a,Nyakabungo Village,IEQPFJQCdJ1,Nyakabungo,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,IEQPFJQCdJ1,Rugarama,6,01-01-00
Rwamiko Village,mFOabNnewIQ,Rwamiko Village,IEQPFJQCdJ1,Rwamiko,6,01-01-00
Rwamushe Village,SDefYq7rw7X,Rwamushe Village,IEQPFJQCdJ1,Rwamushe,6,01-01-00
Karambo Cell,JdoRuXLerl4,Karambo Cell,dsNK0PBg34i,Karambo,5,01-01-00
Bureka Village,mAyUqlmnYEj,Bureka Village,JdoRuXLerl4,Bureka,6,01-01-00
Butehe Village,dB3SIt3qRYW,Butehe Village,JdoRuXLerl4,Butehe,6,01-01-00
Kakagaju Village,CI0Qmp99BE3,Kakagaju Village,JdoRuXLerl4,Kakagaju,6,01-01-00
Karujanga Village,yLJ6nnfQmBk,Karujanga Village,JdoRuXLerl4,Karujanga,6,01-01-00
Kinoga Village,JPzSQVZ1IMK,Kinoga Village,JdoRuXLerl4,Kinoga,6,01-01-00
Kitaburimbi Village,uiFnS6qtu9k,Kitaburimbi Village,JdoRuXLerl4,Kitaburimbi,6,01-01-00
Nkana Village,IdcOPCsp2B2,Nkana Village,JdoRuXLerl4,Nkana,6,01-01-00
Nyakabungo Village,nexO2QtZe6a,Nyakabungo Village,JdoRuXLerl4,Nyakabungo,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,JdoRuXLerl4,Rugarama,6,01-01-00
Rwakashande Village,IsLz3JZEZBL,Rwakashande Village,JdoRuXLerl4,Rwakashande,6,01-01-00
Rwemisavu Village,guNDoTa0vDI,Rwemisavu Village,JdoRuXLerl4,Rwemisavu,6,01-01-00
Rwengugwe Village,XwcYgQiZiyA,Rwengugwe Village,JdoRuXLerl4,Rwengugwe,6,01-01-00
Karujumba Cell,sV6SciMZZ4T,Karujumba Cell,dsNK0PBg34i,Karujumba,5,01-01-00
Gishoro Village,NBgId93uc9K,Gishoro Village,sV6SciMZZ4T,Gishoro,6,01-01-00
Kabare Village,ijRhLDcn6WH,Kabare Village,sV6SciMZZ4T,Kabare,6,01-01-00
Kagorogoro Village,iTUpk4GyBKI,Kagorogoro Village,sV6SciMZZ4T,Kagorogoro,6,01-01-00
Kajevuba Village,Snig4MqTSE8,Kajevuba Village,sV6SciMZZ4T,Kajevuba,6,01-01-00
Karujumba Centre Village,AZHMnR7nviE,Karujumba Centre Village,sV6SciMZZ4T,Karujumba Centre,6,01-01-00
Katoma Village,hJTYUTEq0YE,Katoma Village,sV6SciMZZ4T,Katoma,6,01-01-00
Kenzizi Village,itGKSm00mDj,Kenzizi Village,sV6SciMZZ4T,Kenzizi,6,01-01-00
Mushesha Village,hX7UsaoZmhG,Mushesha Village,sV6SciMZZ4T,Mushesha,6,01-01-00
Mweneno Village,DYrG4ocPQbr,Mweneno Village,sV6SciMZZ4T,Mweneno,6,01-01-00
Ngangare Village,FnEDemgXtvX,Ngangare Village,sV6SciMZZ4T,Ngangare,6,01-01-00
Nyabwongoroka Village,rmK50KeZA50,Nyabwongoroka Village,sV6SciMZZ4T,Nyabwongoroka,6,01-01-00
Nyange Village,ur0BEzTY9t4,Nyange Village,sV6SciMZZ4T,Nyange,6,01-01-00
Rukongoro Village,IT29EHqFDSm,Rukongoro Village,sV6SciMZZ4T,Rukongoro,6,01-01-00
Tovu Cell,NnvelUw1vev,Tovu Cell,dsNK0PBg34i,Tovu,5,01-01-00
Cyerero Village,VRsrznVxuFI,Cyerero Village,NnvelUw1vev,Cyerero,6,01-01-00
Gashuro Village,BAeD4Z2QV3M,Gashuro Village,NnvelUw1vev,Gashuro,6,01-01-00
Gasyata Village,cbxGm16QJkv,Gasyata Village,NnvelUw1vev,Gasyata,6,01-01-00
Gatyazo Village,CNimJ92GnYd,Gatyazo Village,NnvelUw1vev,Gatyazo,6,01-01-00
Nyagatete Village,RMPXK58kxIq,Nyagatete Village,NnvelUw1vev,Nyagatete,6,01-01-00
Nyakigera Village,I0dnGv4twpC,Nyakigera Village,NnvelUw1vev,Nyakigera,6,01-01-00
Nyamirima Village,mTWMWHq4bUz,Nyamirima Village,NnvelUw1vev,Nyamirima,6,01-01-00
Nyaruziba Village,sZCgB6nfQZ3,Nyaruziba Village,NnvelUw1vev,Nyaruziba,6,01-01-00
Rugarama Village,cLWd0ZTTcvZ,Rugarama Village,NnvelUw1vev,Rugarama,6,01-01-00
Rutungo Village,b93pcZgR3u4,Rutungo Village,NnvelUw1vev,Rutungo,6,01-01-00
Matimba Sector,MMgPp9IV2NZ,Matimba Sector,KOEeWNE6f5x,Matimba,4,01-01-00
Bwera Cell,hFMWXp2nlhH,Bwera Cell,MMgPp9IV2NZ,Bwera,5,01-01-00
Bwera Village,fEHUmISMZKQ,Bwera Village,hFMWXp2nlhH,Bwera,6,01-01-00
Ntoma Village,i0eMTQsjeUB,Ntoma Village,hFMWXp2nlhH,Ntoma,6,01-01-00
Rugaga Village,CVlP12OmMwC,Rugaga Village,hFMWXp2nlhH,Rugaga,6,01-01-00
Byimana Cell,EEm8a2MsyzM,Byimana Cell,MMgPp9IV2NZ,Byimana,5,01-01-00
Byimana I Village,oaHQPbi8j6I,Byimana I Village,EEm8a2MsyzM,Byimana I,6,01-01-00
Byimana II Village,bWiFiMJR71F,Byimana II Village,EEm8a2MsyzM,Byimana II,6,01-01-00
Byimana III Village,YM3tthOivaY,Byimana III Village,EEm8a2MsyzM,Byimana III,6,01-01-00
Kabuga I Village,vvGxfxXuew6,Kabuga I Village,EEm8a2MsyzM,Kabuga I,6,01-01-00
Kabuga II Village,BfHut9ms0Ig,Kabuga II Village,EEm8a2MsyzM,Kabuga II,6,01-01-00
Cyembogo Cell,woqQN04tg1P,Cyembogo Cell,MMgPp9IV2NZ,Cyembogo,5,01-01-00
Byimana Village,FzKa1eCzNV5,Byimana Village,woqQN04tg1P,Byimana,6,01-01-00
Kabeza Village,VR3JtjKFuer,Kabeza Village,woqQN04tg1P,Kabeza,6,01-01-00
Kamahoro Village,YplwOxrK8CU,Kamahoro Village,woqQN04tg1P,Kamahoro,6,01-01-00
Kiyovu Village,rXyke9YzE4h,Kiyovu Village,woqQN04tg1P,Kiyovu,6,01-01-00
Kagitumba Cell,XhWLahYkt1P,Kagitumba Cell,MMgPp9IV2NZ,Kagitumba,5,01-01-00
Gishara Village,c8s0EDXKd3i,Gishara Village,XhWLahYkt1P,Gishara,6,01-01-00
Kagera Village,W3NGEvdLEsH,Kagera Village,XhWLahYkt1P,Kagera,6,01-01-00
Kagitumba Village,nJNEqQQr7Ns,Kagitumba Village,XhWLahYkt1P,Kagitumba,6,01-01-00
Kamabuye Village,tNLfg1fu5mZ,Kamabuye Village,XhWLahYkt1P,Kamabuye,6,01-01-00
Munini Village,WDglRWD1mLK,Munini Village,XhWLahYkt1P,Munini,6,01-01-00
Musenyi Village,JOLBl8T6gGx,Musenyi Village,XhWLahYkt1P,Musenyi,6,01-01-00
Muvumba Village,XqXtVnHf04E,Muvumba Village,XhWLahYkt1P,Muvumba,6,01-01-00
Nziranziza Village,XO8KkE984X7,Nziranziza Village,XhWLahYkt1P,Nziranziza,6,01-01-00
Kanyonza Cell,F4N0v8pzZhM,Kanyonza Cell,MMgPp9IV2NZ,Kanyonza,5,01-01-00
Gakoma Village,sokcpmPrevj,Gakoma Village,F4N0v8pzZhM,Gakoma,6,01-01-00
Musebeya Village,WR4YpI1EAYX,Musebeya Village,F4N0v8pzZhM,Musebeya,6,01-01-00
Musha Village,bhjtdylOEWh,Musha Village,F4N0v8pzZhM,Musha,6,01-01-00
Nyampeke Village,mljG1GXCPqm,Nyampeke Village,F4N0v8pzZhM,Nyampeke,6,01-01-00
Rukundo Village,YiovzCeEls5,Rukundo Village,F4N0v8pzZhM,Rukundo,6,01-01-00
Matimba Cell,Gl6DbgfI71I,Matimba Cell,MMgPp9IV2NZ,Matimba,5,01-01-00
Umudugudu Wa I Village,PJpDyQruWtE,Umudugudu Wa I Village,Gl6DbgfI71I,Umudugudu Wa I,6,01-01-00
Umudugudu Wa II Village,Nb1qRB0KHDJ,Umudugudu Wa II Village,Gl6DbgfI71I,Umudugudu Wa II,6,01-01-00
Umudugudu Wa III Village,Ma5iRHWe9Wo,Umudugudu Wa III Village,Gl6DbgfI71I,Umudugudu Wa III,6,01-01-00
Umudugudu Wa IV Village,SvjJngSEuT6,Umudugudu Wa IV Village,Gl6DbgfI71I,Umudugudu Wa IV,6,01-01-00
Umudugudu Wa V Village,CADVLSkHLyh,Umudugudu Wa V Village,Gl6DbgfI71I,Umudugudu Wa V,6,01-01-00
Umudugudu Wa VI Village,S9SmWDQM0qw,Umudugudu Wa VI Village,Gl6DbgfI71I,Umudugudu Wa VI,6,01-01-00
Umudugudu Wa VII Village,JlmKR4cmbpf,Umudugudu Wa VII Village,Gl6DbgfI71I,Umudugudu Wa VII,6,01-01-00
Nyabwishongwezi Cell,vOH1kAjinmt,Nyabwishongwezi Cell,MMgPp9IV2NZ,Nyabwishongwezi,5,01-01-00
Nyabwishongwezi I Village,EYW5qB4j3UC,Nyabwishongwezi I Village,vOH1kAjinmt,Nyabwishongwezi I,6,01-01-00
Nyabwishongwezi II Village,qw6G203aUON,Nyabwishongwezi II Village,vOH1kAjinmt,Nyabwishongwezi II,6,01-01-00
Nyabwishongwezi III Village,TeoKck4fa4V,Nyabwishongwezi III Village,vOH1kAjinmt,Nyabwishongwezi III,6,01-01-00
Rwentanga Cell,GdGXj6C9Ymk,Rwentanga Cell,MMgPp9IV2NZ,Rwentanga,5,01-01-00
Kagezi I Village,XNozxfVRBAU,Kagezi I Village,GdGXj6C9Ymk,Kagezi I,6,01-01-00
Kagezi II Village,qhtZ5Dc4Lwu,Kagezi II Village,GdGXj6C9Ymk,Kagezi II,6,01-01-00
Mitayayo I Village,hQQoYdU5SQK,Mitayayo I Village,GdGXj6C9Ymk,Mitayayo I,6,01-01-00
Mitayayo II Village,UbtXMC5JBOa,Mitayayo II Village,GdGXj6C9Ymk,Mitayayo II,6,01-01-00
Rwentanga Village,LqEQPC6KFLk,Rwentanga Village,GdGXj6C9Ymk,Rwentanga,6,01-01-00
Mimuri Sector,BUc9YtQsEF0,Mimuri Sector,KOEeWNE6f5x,Mimuri,4,01-01-00
Bibare Cell,buGv0rtY5Wi,Bibare Cell,BUc9YtQsEF0,Bibare,5,01-01-00
Bibare Village,pfv8CurvHv0,Bibare Village,buGv0rtY5Wi,Bibare,6,01-01-00
Karukwanzi Village,KyJKxKQs68e,Karukwanzi Village,buGv0rtY5Wi,Karukwanzi,6,01-01-00
Nyakagenge Village,kZzR1jXultH,Nyakagenge Village,buGv0rtY5Wi,Nyakagenge,6,01-01-00
Nyamafura Village,aEFgKQonDiw,Nyamafura Village,buGv0rtY5Wi,Nyamafura,6,01-01-00
Nyaruziba Village,sZCgB6nfQZ3,Nyaruziba Village,buGv0rtY5Wi,Nyaruziba,6,01-01-00
Rwimirama Village,o7Kd1lRobBN,Rwimirama Village,buGv0rtY5Wi,Rwimirama,6,01-01-00
Urugano Village,TMYei2sHawS,Urugano Village,buGv0rtY5Wi,Urugano,6,01-01-00
Urutambi Village,ytEihmkDOLt,Urutambi Village,buGv0rtY5Wi,Urutambi,6,01-01-00
Gakoma Cell,KvkMjJ153Aw,Gakoma Cell,BUc9YtQsEF0,Gakoma,5,01-01-00
Gakoma Village,sokcpmPrevj,Gakoma Village,KvkMjJ153Aw,Gakoma,6,01-01-00
Gisenyi Village,vMxZ5Iw6fdv,Gisenyi Village,KvkMjJ153Aw,Gisenyi,6,01-01-00
Kanyinya Village,wXcRV0jgTjA,Kanyinya Village,KvkMjJ153Aw,Kanyinya,6,01-01-00
Kumusaraba Village,gcN51w0AXFL,Kumusaraba Village,KvkMjJ153Aw,Kumusaraba,6,01-01-00
Nyagahandagaza Village,WJ2uSddZy1U,Nyagahandagaza Village,KvkMjJ153Aw,Nyagahandagaza,6,01-01-00
Nyarwina Village,b5r7aN1SdNB,Nyarwina Village,KvkMjJ153Aw,Nyarwina,6,01-01-00
Rusororo Village,pFqo5wMR85w,Rusororo Village,KvkMjJ153Aw,Rusororo,6,01-01-00
Mahoro Cell,QXKRnnE1qTb,Mahoro Cell,BUc9YtQsEF0,Mahoro,5,01-01-00
Cyabwana Village,nj8CRcDmZwA,Cyabwana Village,QXKRnnE1qTb,Cyabwana,6,01-01-00
Gitwe Village,cKypAsQNtO2,Gitwe Village,QXKRnnE1qTb,Gitwe,6,01-01-00
Iterambere Village,FBRAmfvcyAE,Iterambere Village,QXKRnnE1qTb,Iterambere,6,01-01-00
Kabeza Village,VR3JtjKFuer,Kabeza Village,QXKRnnE1qTb,Kabeza,6,01-01-00
Mizero Village,a26AOFIKCgS,Mizero Village,QXKRnnE1qTb,Mizero,6,01-01-00
Nyabugogo Village,dc6gMcJf3I3,Nyabugogo Village,QXKRnnE1qTb,Nyabugogo,6,01-01-00
Nyagahita Village,i2WVTO9Fw01,Nyagahita Village,QXKRnnE1qTb,Nyagahita,6,01-01-00
Rebero Village,sxMH8bXCw3E,Rebero Village,QXKRnnE1qTb,Rebero,6,01-01-00
Rubumba Village,RgVU7z2vtPe,Rubumba Village,QXKRnnE1qTb,Rubumba,6,01-01-00
Shenga Village,kwYd6B9uk9F,Shenga Village,QXKRnnE1qTb,Shenga,6,01-01-00
Mimuri Cell,yuLgQxqt4yu,Mimuri Cell,BUc9YtQsEF0,Mimuri,5,01-01-00
Byimana Village,FzKa1eCzNV5,Byimana Village,yuLgQxqt4yu,Byimana,6,01-01-00
Indahemuka Village,SBqMpphhCEQ,Indahemuka Village,yuLgQxqt4yu,Indahemuka,6,01-01-00
Isangano Village,xohABqy3nXz,Isangano Village,yuLgQxqt4yu,Isangano,6,01-01-00
Karukwanzi Village,KyJKxKQs68e,Karukwanzi Village,yuLgQxqt4yu,Karukwanzi,6,01-01-00
Rebero Village,sxMH8bXCw3E,Rebero Village,yuLgQxqt4yu,Rebero,6,01-01-00
Rwimirama Village,o7Kd1lRobBN,Rwimirama Village,yuLgQxqt4yu,Rwimirama,6,01-01-00
Rugari Cell,BYYLFF8CXpE,Rugari Cell,BUc9YtQsEF0,Rugari,5,01-01-00
Amahoro Village,XeBfZsifzWo,Amahoro Village,BYYLFF8CXpE,Amahoro,6,01-01-00
Isangano Village,xohABqy3nXz,Isangano Village,BYYLFF8CXpE,Isangano,6,01-01-00
Nteko Village,cnpUJUW6dpV,Nteko Village,BYYLFF8CXpE,Nteko,6,01-01-00
Rebero Village,sxMH8bXCw3E,Rebero Village,BYYLFF8CXpE,Rebero,6,01-01-00
Ubumwe Village,uidBVLMIK2F,Ubumwe Village,BYYLFF8CXpE,Ubumwe,6,01-01-00
Urumuri Village,DzR96nsLPOI,Urumuri Village,BYYLFF8CXpE,Urumuri,6,01-01-00
Mukama Sector,lp9omQ7DW4I,Mukama Sector,KOEeWNE6f5x,Mukama,4,01-01-00
Bufunda Cell,gVJgxK13b0U,Bufunda Cell,lp9omQ7DW4I,Bufunda,5,01-01-00
Bitabo Village,VvR8rdK9a1o,Bitabo Village,gVJgxK13b0U,Bitabo,6,01-01-00
Bufunda Village,hiy2IlQ6nwp,Bufunda Village,gVJgxK13b0U,Bufunda,6,01-01-00
Kibihanga Village,uagtP42QZ6E,Kibihanga Village,gVJgxK13b0U,Kibihanga,6,01-01-00
Nyakajeje Village,bzOL6XbEoNv,Nyakajeje Village,gVJgxK13b0U,Nyakajeje,6,01-01-00
Rebero Village,sxMH8bXCw3E,Rebero Village,gVJgxK13b0U,Rebero,6,01-01-00
Gatete Cell,sEO73RPE5nW,Gatete Cell,lp9omQ7DW4I,Gatete,5,01-01-00
Gatete I Village,rPZdRV2SzyO,Gatete I Village,sEO73RPE5nW,Gatete I,6,01-01-00
Gatete II Village,XSkCeX9ZqvK,Gatete II Village,sEO73RPE5nW,Gatete II,6,01-01-00
Hunga Village,QYoihWrGDtZ,Hunga Village,sEO73RPE5nW,Hunga,6,01-01-00
Kazinga Village,QUuFEoQZUXS,Kazinga Village,sEO73RPE5nW,Kazinga,6,01-01-00
Rutete Village,zG5Xdn2Lp5j,Rutete Village,sEO73RPE5nW,Rutete,6,01-01-00
Ryandahuka Village,RmQfbGKVVYS,Ryandahuka Village,sEO73RPE5nW,Ryandahuka,6,01-01-00
Gihengeri Cell,GeuULNghccv,Gihengeri Cell,lp9omQ7DW4I,Gihengeri,5,01-01-00
Butare Village,Wv8ay2ye2LL,Butare Village,GeuULNghccv,Butare,6,01-01-00
Butwaro Village,tq7nf3OXUUd,Butwaro Village,GeuULNghccv,Butwaro,6,01-01-00
Gashahi Village,PRWyeSCjw99,Gashahi Village,GeuULNghccv,Gashahi,6,01-01-00
Gihengeri Village,fSziD9GP2bc,Gihengeri Village,GeuULNghccv,Gihengeri,6,01-01-00
Gishoro Village,NBgId93uc9K,Gishoro Village,GeuULNghccv,Gishoro,6,01-01-00
Kabongoya I Village,R5hZBNVrQTL,Kabongoya I Village,GeuULNghccv,Kabongoya I,6,01-01-00
Kabongoya II Village,R0ZQ3vzq4wy,Kabongoya II Village,GeuULNghccv,Kabongoya II,6,01-01-00
Kigarama Village,HhTKUqAiM3Q,Kigarama Village,GeuULNghccv,Kigarama,6,01-01-00
Nyarubuye Village,CitOLxvwH17,Nyarubuye Village,GeuULNghccv,Nyarubuye,6,01-01-00
Gishororo Cell,xS7AP8TuCXe,Gishororo Cell,lp9omQ7DW4I,Gishororo,5,01-01-00
Akinyambo Village,rxMFtx4mDYy,Akinyambo Village,xS7AP8TuCXe,Akinyambo,6,01-01-00
Byumba Village,mYZNZng75o9,Byumba Village,xS7AP8TuCXe,Byumba,6,01-01-00
Kabeza Village,VR3JtjKFuer,Kabeza Village,xS7AP8TuCXe,Kabeza,6,01-01-00
Kabukunzi Village,RtK9YpUozAR,Kabukunzi Village,xS7AP8TuCXe,Kabukunzi,6,01-01-00
Kisaro Village,K5ashn7MuMH,Kisaro Village,xS7AP8TuCXe,Kisaro,6,01-01-00
Kagina Cell,X4aEyQnSJH6,Kagina Cell,lp9omQ7DW4I,Kagina,5,01-01-00
Cyabahurura Village,I2fdcrpZu8P,Cyabahurura Village,X4aEyQnSJH6,Cyabahurura,6,01-01-00
Kagonga Village,mV9LEjugmke,Kagonga Village,X4aEyQnSJH6,Kagonga,6,01-01-00
Kireranyana Village,jXxZBKcCbOH,Kireranyana Village,X4aEyQnSJH6,Kireranyana,6,01-01-00
Ngoma Village,g2kDTBG9gja,Ngoma Village,X4aEyQnSJH6,Ngoma,6,01-01-00
Nyagatare Village,ShdeyBZdYWm,Nyagatare Village,X4aEyQnSJH6,Nyagatare,6,01-01-00
Nyakagarama Village,eOi9fUKPfEv,Nyakagarama Village,X4aEyQnSJH6,Nyakagarama,6,01-01-00
Nyakarama Village,pTxBRT5X0JA,Nyakarama Village,X4aEyQnSJH6,Nyakarama,6,01-01-00
Rugarama Cell,oP9H0YE9dFz,Rugarama Cell,lp9omQ7DW4I,Rugarama,5,01-01-00
Bukire Village,WYx0UBE5VVk,Bukire Village,oP9H0YE9dFz,Bukire,6,01-01-00
Byimana Village,FzKa1eCzNV5,Byimana Village,oP9H0YE9dFz,Byimana,6,01-01-00
Kibondo Village,uxy0BpyQEUF,Kibondo Village,oP9H0YE9dFz,Kibondo,6,01-01-00
Kireranyana Village,jXxZBKcCbOH,Kireranyana Village,oP9H0YE9dFz,Kireranyana,6,01-01-00
Nyacyonga Village,fjXvQlEigMX,Nyacyonga Village,oP9H0YE9dFz,Nyacyonga,6,01-01-00
Nyakagarama Village,eOi9fUKPfEv,Nyakagarama Village,oP9H0YE9dFz,Nyakagarama,6,01-01-00
Sipure Village,DJk13iaT0Ku,Sipure Village,oP9H0YE9dFz,Sipure,6,01-01-00
Musheri Sector,BqNuUamXmP1,Musheri Sector,KOEeWNE6f5x,Musheri,4,01-01-00
Kibirizi Cell,l1YMxmtDnbG,Kibirizi Cell,BqNuUamXmP1,Kibirizi,5,01-01-00
Kabungo Village,sXjwlQDr05X,Kabungo Village,l1YMxmtDnbG,Kabungo,6,01-01-00
Kibirizi Village,AjbqVw6uXkK,Kibirizi Village,l1YMxmtDnbG,Kibirizi,6,01-01-00
Nyamenge Village,Cn2GzFMcFgR,Nyamenge Village,l1YMxmtDnbG,Nyamenge,6,01-01-00
Nyamisange Village,tXDYYToocDF,Nyamisange Village,l1YMxmtDnbG,Nyamisange,6,01-01-00
Kijojo Cell,vzlWhGwVJSP,Kijojo Cell,BqNuUamXmP1,Kijojo,5,01-01-00
Kagwegwe Village,Oj5PAWIwmh6,Kagwegwe Village,vzlWhGwVJSP,Kagwegwe,6,01-01-00
Kanyinya Village,wXcRV0jgTjA,Kanyinya Village,vzlWhGwVJSP,Kanyinya,6,01-01-00
Kijojo Village,EggpmzUVJEy,Kijojo Village,vzlWhGwVJSP,Kijojo,6,01-01-00
Rwakabungo Village,fYuOSe7ctjX,Rwakabungo Village,vzlWhGwVJSP,Rwakabungo,6,01-01-00
Musheri Cell,nCErE9vyuLs,Musheri Cell,BqNuUamXmP1,Musheri,5,01-01-00
Gakiri Village,vKl2Hycbg0N,Gakiri Village,nCErE9vyuLs,Gakiri,6,01-01-00
Kiyaza Village,R4HlgDCzugf,Kiyaza Village,nCErE9vyuLs,Kiyaza,6,01-01-00
Mugari Village,et0Iw3tYLX9,Mugari Village,nCErE9vyuLs,Mugari,6,01-01-00
Musheri Village,IC0ithFRQHV,Musheri Village,nCErE9vyuLs,Musheri,6,01-01-00
Ntoma Cell,lEOyK1WpYHv,Ntoma Cell,BqNuUamXmP1,Ntoma,5,01-01-00
Bikonoka Village,HB624cIJtKd,Bikonoka Village,lEOyK1WpYHv,Bikonoka,6,01-01-00
Murisanga Village,e9amIKD8vhK,Murisanga Village,lEOyK1WpYHv,Murisanga,6,01-01-00
Ntoma Village,i0eMTQsjeUB,Ntoma Village,lEOyK1WpYHv,Ntoma,6,01-01-00
Rukundo Village,YiovzCeEls5,Rukundo Village,lEOyK1WpYHv,Rukundo,6,01-01-00
Rutarama Village,zPeM93PuCIA,Rutarama Village,lEOyK1WpYHv,Rutarama,6,01-01-00
Nyagatabire Cell,mkciZnH1NDu,Nyagatabire Cell,BqNuUamXmP1,Nyagatabire,5,01-01-00
Gikunyu Village,BEELI84M9v7,Gikunyu Village,mkciZnH1NDu,Gikunyu,6,01-01-00
Mushorerwa Village,xHcpOf5MyQ9,Mushorerwa Village,mkciZnH1NDu,Mushorerwa,6,01-01-00
Nyagatabire Village,e33oOs1TfzL,Nyagatabire Village,mkciZnH1NDu,Nyagatabire,6,01-01-00
